Date,Democrats,Republicans,ElecYear,ElecDay,DaysTilED,DemVote,RepVote
11/24/1953,45,35,1954,11/2/1954,343,52.5,47
11/24/1953,54,39,1954,11/2/1954,343,52.5,47
12/16/1953,45,39,1954,11/2/1954,321,52.5,47
12/16/1953,49,44,1954,11/2/1954,321,52.5,47
1/14/1954,46,37,1954,11/2/1954,292,52.5,47
1/14/1954,52,42,1954,11/2/1954,292,52.5,47
3/2/1954,52,48,1954,11/2/1954,245,52.5,47
3/24/1954,49,43,1954,11/2/1954,223,52.5,47
3/24/1954,45,38,1954,11/2/1954,223,52.5,47
4/13/1954,50,43,1954,11/2/1954,203,52.5,47
4/13/1954,46,38,1954,11/2/1954,203,52.5,47
5/7/1954,49,35,1954,11/2/1954,179,52.5,47
5/7/1954,54,39,1954,11/2/1954,179,52.5,47
5/26/1954,46,37,1954,11/2/1954,160,52.5,47
5/26/1954,52,40,1954,11/2/1954,160,52.5,47
6/17/1954,48,36,1954,11/2/1954,138,52.5,47
6/17/1954,52,40,1954,11/2/1954,138,52.5,47
7/7/1954,44,35,1954,11/2/1954,118,52.5,47
7/7/1954,50,39,1954,11/2/1954,118,52.5,47
7/21/1954,51,35,1954,11/2/1954,104,52.5,47
7/21/1954,55,38,1954,11/2/1954,104,52.5,47
9/21/1954,47,37,1954,11/2/1954,42,52.5,47
9/21/1954,51,41,1954,11/2/1954,42,52.5,47
10/20/1954,59,34,1954,11/2/1954,13,52.5,47
10/20/1954,56,32,1954,11/2/1954,13,52.5,47
10/20/1954,54,32,1954,11/2/1954,13,52.5,47
10/20/1954,58,33,1954,11/2/1954,13,52.5,47
4/19/1955,53,40,1956,11/6/1956,567,51.2,48.7
4/19/1955,49,37,1956,11/6/1956,567,51.2,48.7
5/17/1955,49,34,1956,11/6/1956,539,51.2,48.7
5/17/1955,53,39,1956,11/6/1956,539,51.2,48.7
7/19/1955,55,39,1956,11/6/1956,476,51.2,48.7
7/19/1955,52,37,1956,11/6/1956,476,51.2,48.7
8/9/1955,53,41,1956,11/6/1956,455,51.2,48.7
8/9/1955,51,38,1956,11/6/1956,455,51.2,48.7
8/30/1955,54,39,1956,11/6/1956,434,51.2,48.7
8/30/1955,45,41,1956,11/6/1956,434,51.2,48.7
9/20/1955,50,39,1956,11/6/1956,413,51.2,48.7
9/20/1955,47,36,1956,11/6/1956,413,51.2,48.7
10/11/1955,53,41,1956,11/6/1956,392,51.2,48.7
10/11/1955,50,38,1956,11/6/1956,392,51.2,48.7
11/1/1955,52,41,1956,11/6/1956,371,51.2,48.7
11/1/1955,48,37,1956,11/6/1956,371,51.2,48.7
11/22/1955,54,37,1956,11/6/1956,350,51.2,48.7
11/22/1955,51,35,1956,11/6/1956,350,51.2,48.7
12/13/1955,47,39,1956,11/6/1956,329,51.2,48.7
12/13/1955,50,43,1956,11/6/1956,329,51.2,48.7
2/21/1956,50,43,1956,11/6/1956,259,51.2,48.7
2/21/1956,47,40,1956,11/6/1956,259,51.2,48.7
3/13/1956,51,44,1956,11/6/1956,238,51.2,48.7
3/13/1956,48,39,1956,11/6/1956,238,51.2,48.7
4/3/1956,53,37,1956,11/6/1956,217,51.2,48.7
4/3/1956,56,40,1956,11/6/1956,217,51.2,48.7
8/28/1956,46,40,1956,11/6/1956,70,51.2,48.7
8/28/1956,49,43,1956,11/6/1956,70,51.2,48.7
9/14/1956,48,37,1956,11/6/1956,53,51.2,48.7
9/14/1956,52,41,1956,11/6/1956,53,51.2,48.7
9/25/1956,47,40,1956,11/6/1956,42,51.2,48.7
9/25/1956,49,43,1956,11/6/1956,42,51.2,48.7
10/23/1956,50,39,1956,11/6/1956,14,51.2,48.7
10/23/1956,53,42,1958,11/4/1958,742,56,43.6
3/5/1957,47,39,1958,11/4/1958,609,56,43.6
3/5/1957,50,42,1958,11/4/1958,609,56,43.6
3/20/1957,52,41,1958,11/4/1958,594,56,43.6
3/20/1957,48,37,1958,11/4/1958,594,56,43.6
4/11/1957,50,42,1958,11/4/1958,572,56,43.6
4/11/1957,45,37,1958,11/4/1958,572,56,43.6
4/30/1957,55,38,1958,11/4/1958,553,56,43.6
4/30/1957,52,35,1958,11/4/1958,553,56,43.6
6/11/1957,51,39,1958,11/4/1958,511,56,43.6
6/11/1957,48,34,1958,11/4/1958,511,56,43.6
7/23/1957,53,41,1958,11/4/1958,469,56,43.6
7/23/1957,49,36,1958,11/4/1958,469,56,43.6
9/4/1957,52,40,1958,11/4/1958,426,56,43.6
9/4/1957,48,35,1958,11/4/1958,426,56,43.6
9/24/1957,53,40,1958,11/4/1958,406,56,43.6
9/24/1957,49,36,1958,11/4/1958,406,56,43.6
10/15/1957,49,36,1958,11/4/1958,385,56,43.6
10/15/1957,53,40,1958,11/4/1958,385,56,43.6
11/12/1957,57,36,1958,11/4/1958,357,56,43.6
11/12/1957,54,32,1958,11/4/1958,357,56,43.6
12/4/1957,50,35,1958,11/4/1958,335,56,43.6
12/4/1957,54,39,1958,11/4/1958,335,56,43.6
1/7/1958,54,37,1958,11/4/1958,301,56,43.6
1/7/1958,51,34,1958,11/4/1958,301,56,43.6
1/29/1958,55,39,1958,11/4/1958,279,56,43.6
1/29/1958,52,34,1958,11/4/1958,279,56,43.6
2/19/1958,58,34,1958,11/4/1958,258,56,43.6
2/19/1958,55,31,1958,11/4/1958,258,56,43.6
3/11/1958,57,36,1958,11/4/1958,238,56,43.6
3/11/1958,54,33,1958,11/4/1958,238,56,43.6
4/1/1958,58,35,1958,11/4/1958,217,56,43.6
4/1/1958,54,32,1958,11/4/1958,217,56,43.6
4/21/1958,53,33,1958,11/4/1958,197,56,43.6
4/21/1958,55,36,1958,11/4/1958,197,56,43.6
5/12/1958,52,35,1958,11/4/1958,176,56,43.6
5/12/1958,56,38,1958,11/4/1958,176,56,43.6
6/2/1958,49,34,1958,11/4/1958,155,56,43.6
6/2/1958,52,38,1958,11/4/1958,155,56,43.6
7/15/1958,58,33,1958,11/4/1958,112,56,43.6
7/15/1958,53,29,1958,11/4/1958,112,56,43.6
8/4/1958,51,34,1958,11/4/1958,92,56,43.6
8/4/1958,54,38,1958,11/4/1958,92,56,43.6
8/25/1958,52,34,1958,11/4/1958,71,56,43.6
8/25/1958,55,36,1958,11/4/1958,71,56,43.6
9/15/1958,55,32,1958,11/4/1958,50,56,43.6
9/15/1958,57,36,1958,11/4/1958,50,56,43.6
9/29/1958,55,35,1958,11/4/1958,36,56,43.6
9/29/1958,50,32,1958,11/4/1958,36,56,43.6
11/2/1958,56,38,1958,11/4/1958,2,56,43.6
11/2/1958,54,36,1958,11/4/1958,2,56,43.6
1/12/1959,57,30,1960,11/8/1960,666,54.8,44.8
1/12/1959,60,32,1960,11/8/1960,666,54.8,44.8
2/9/1959,56,37,1960,11/8/1960,638,54.8,44.8
2/9/1959,53,34,1960,11/8/1960,638,54.8,44.8
3/9/1959,62,32,1960,11/8/1960,610,54.8,44.8
3/9/1959,59,30,1960,11/8/1960,610,54.8,44.8
4/7/1959,56,32,1960,11/8/1960,581,54.8,44.8
4/7/1959,58,35,1960,11/8/1960,581,54.8,44.8
5/4/1959,59,34,1960,11/8/1960,554,54.8,44.8
5/4/1959,56,31,1960,11/8/1960,554,54.8,44.8
6/3/1959,54,34,1960,11/8/1960,524,54.8,44.8
6/3/1959,57,37,1960,11/8/1960,524,54.8,44.8
6/30/1959,54,32,1960,11/8/1960,497,54.8,44.8
6/30/1959,57,35,1960,11/8/1960,497,54.8,44.8
7/28/1959,58,34,1960,11/8/1960,469,54.8,44.8
7/28/1959,55,31,1960,11/8/1960,469,54.8,44.8
8/25/1959,53,37,1960,11/8/1960,441,54.8,44.8
8/25/1959,49,34,1960,11/8/1960,441,54.8,44.8
9/23/1959,52,35,1960,11/8/1960,412,54.8,44.8
9/23/1959,55,37,1960,11/8/1960,412,54.8,44.8
10/21/1959,56,36,1960,11/8/1960,384,54.8,44.8
10/21/1959,52,34,1960,11/8/1960,384,54.8,44.8
11/17/1959,51,34,1960,11/8/1960,357,54.8,44.8
11/17/1959,54,38,1960,11/8/1960,357,54.8,44.8
12/8/1959,57,36,1960,11/8/1960,336,54.8,44.8
12/8/1959,54,33,1960,11/8/1960,336,54.8,44.8
12/15/1959,58,36,1960,11/8/1960,329,54.8,44.8
12/15/1959,55,34,1960,11/8/1960,329,54.8,44.8
1/11/1960,53,31,1960,11/8/1960,302,54.8,44.8
1/11/1960,57,33,1960,11/8/1960,302,54.8,44.8
2/9/1960,51,34,1960,11/8/1960,273,54.8,44.8
2/9/1960,54,37,1960,11/8/1960,273,54.8,44.8
3/7/1960,57,34,1960,11/8/1960,246,54.8,44.8
3/7/1960,54,31,1960,11/8/1960,246,54.8,44.8
4/4/1960,56,36,1960,11/8/1960,218,54.8,44.8
4/4/1960,54,34,1960,11/8/1960,218,54.8,44.8
5/3/1960,52,34,1960,11/8/1960,189,54.8,44.8
5/3/1960,55,36,1960,11/8/1960,189,54.8,44.8
5/31/1960,56,35,1960,11/8/1960,161,54.8,44.8
5/31/1960,53,32,1960,11/8/1960,161,54.8,44.8
6/21/1960,60,30,1960,11/8/1960,140,54.8,44.8
6/21/1960,57,28,1960,11/8/1960,140,54.8,44.8
7/5/1960,59,34,1960,11/8/1960,126,54.8,44.8
7/5/1960,56,32,1960,11/8/1960,126,54.8,44.8
7/21/1960,59,31,1960,11/8/1960,110,54.8,44.8
7/21/1960,55,28,1960,11/8/1960,110,54.8,44.8
8/4/1960,51,41,1960,11/8/1960,96,54.8,44.8
8/4/1960,48,38,1960,11/8/1960,96,54.8,44.8
8/16/1960,55,38,1960,11/8/1960,84,54.8,44.8
8/16/1960,51,35,1960,11/8/1960,84,54.8,44.8
8/30/1960,54,38,1960,11/8/1960,70,54.8,44.8
8/30/1960,51,36,1960,11/8/1960,70,54.8,44.8
9/14/1960,55,37,1960,11/8/1960,55,54.8,44.8
9/14/1960,52,34,1960,11/8/1960,55,54.8,44.8
10/2/1960,55,38,1960,11/8/1960,37,54.8,44.8
10/2/1960,51,35,1960,11/8/1960,37,54.8,44.8
10/23/1960,56,37,1960,11/8/1960,16,54.8,44.8
10/23/1960,52,35,1960,11/8/1960,16,54.8,44.8
11/6/1960,51,34,1960,11/8/1960,2,54.8,44.8
11/6/1960,56,38,1960,11/8/1960,2,54.8,44.8
1/17/1961,53,34,1962,11/6/1962,658,52.4,47.1
1/17/1961,57,37,1962,11/6/1962,658,52.4,47.1
2/15/1961,56,27,1962,11/6/1962,629,52.4,47.1
2/15/1961,60,30,1962,11/6/1962,629,52.4,47.1
3/15/1961,51,34,1962,11/6/1962,601,52.4,47.1
3/15/1961,55,37,1962,11/6/1962,601,52.4,47.1
4/11/1961,57,34,1962,11/6/1962,574,52.4,47.1
4/11/1961,51,32,1962,11/6/1962,574,52.4,47.1
5/9/1961,52,31,1962,11/6/1962,546,52.4,47.1
5/9/1961,56,35,1962,11/6/1962,546,52.4,47.1
5/22/1961,57,28,1962,11/6/1962,533,52.4,47.1
5/22/1961,62,31,1962,11/6/1962,533,52.4,47.1
6/28/1961,59,34,1962,11/6/1962,496,52.4,47.1
6/28/1961,54,30,1962,11/6/1962,496,52.4,47.1
8/1/1961,57,38,1962,11/6/1962,462,52.4,47.1
8/1/1961,53,35,1962,11/6/1962,462,52.4,47.1
8/29/1961,56,37,1962,11/6/1962,434,52.4,47.1
8/29/1961,51,34,1962,11/6/1962,434,52.4,47.1
9/26/1961,58,25,1962,11/6/1962,406,52.4,47.1
9/26/1961,63,28,1962,11/6/1962,406,52.4,47.1
10/24/1961,59,34,1962,11/6/1962,378,52.4,47.1
10/24/1961,55,31,1962,11/6/1962,378,52.4,47.1
11/22/1961,56,27,1962,11/6/1962,349,52.4,47.1
11/22/1961,60,30,1962,11/6/1962,349,52.4,47.1
12/12/1961,62,30,1962,11/6/1962,329,52.4,47.1
12/12/1961,57,28,1962,11/6/1962,329,52.4,47.1
1/16/1962,60,31,1962,11/6/1962,294,52.4,47.1
1/16/1962,56,29,1962,11/6/1962,294,52.4,47.1
2/13/1962,62,29,1962,11/6/1962,266,52.4,47.1
2/13/1962,57,27,1962,11/6/1962,266,52.4,47.1
3/13/1962,56,34,1962,11/6/1962,238,52.4,47.1
3/13/1962,51,31,1962,11/6/1962,238,52.4,47.1
4/11/1962,60,32,1962,11/6/1962,209,52.4,47.1
4/11/1962,55,29,1962,11/6/1962,209,52.4,47.1
5/8/1962,59,34,1962,11/6/1962,182,52.4,47.1
5/8/1962,55,31,1962,11/6/1962,182,52.4,47.1
7/3/1962,56,62,1962,11/6/1962,126,52.4,47.1
7/3/1962,60,35,1962,11/6/1962,126,52.4,47.1
7/31/1962,46,32,1962,11/6/1962,98,52.4,47.1
7/31/1962,53,36,1962,11/6/1962,98,52.4,47.1
8/15/1962,51,28,1962,11/6/1962,83,52.4,47.1
8/28/1962,57,32,1962,11/6/1962,70,52.4,47.1
8/28/1962,50,28,1962,11/6/1962,70,52.4,47.1
10/24/1962,51,35,1962,11/6/1962,13,52.4,47.1
10/24/1962,55,37,1962,11/6/1962,13,52.4,47.1
11/21/1962,54,37,1964,11/3/1964,713,57.1,42.4
11/21/1962,51,34,1964,11/3/1964,713,57.1,42.4
1/16/1963,59,33,1964,11/3/1964,657,57.1,42.4
1/16/1963,56,31,1964,11/3/1964,657,57.1,42.4
3/13/1963,48,32,1964,11/3/1964,601,57.1,42.4
3/13/1963,53,36,1964,11/3/1964,601,57.1,42.4
5/7/1963,57,34,1964,11/3/1964,546,57.1,42.4
5/7/1963,52,31,1964,11/3/1964,546,57.1,42.4
5/13/1963,54,38,1964,11/3/1964,540,57.1,42.4
5/13/1963,50,35,1964,11/3/1964,540,57.1,42.4
5/28/1963,55,34,1964,11/3/1964,525,57.1,42.4
5/28/1963,50,32,1964,11/3/1964,525,57.1,42.4
6/26/1963,53,30,1964,11/3/1964,496,57.1,42.4
6/26/1963,59,33,1964,11/3/1964,496,57.1,42.4
7/23/1963,58,32,1964,11/3/1964,469,57.1,42.4
7/23/1963,54,29,1964,11/3/1964,469,57.1,42.4
8/20/1963,58,34,1964,11/3/1964,441,57.1,42.4
8/20/1963,52,31,1964,11/3/1964,441,57.1,42.4
9/17/1963,53,37,1964,11/3/1964,413,57.1,42.4
9/17/1963,48,34,1964,11/3/1964,413,57.1,42.4
10/16/1963,52,39,1964,11/3/1964,384,57.1,42.4
10/16/1963,47,35,1964,11/3/1964,384,57.1,42.4
11/13/1963,54,36,1964,11/3/1964,356,57.1,42.4
11/13/1963,50,34,1964,11/3/1964,356,57.1,42.4
12/10/1963,53,28,1964,11/3/1964,329,57.1,42.4
12/10/1963,59,31,1964,11/3/1964,329,57.1,42.4
2/5/1964,61,30,1964,11/3/1964,272,57.1,42.4
2/5/1964,56,27,1964,11/3/1964,272,57.1,42.4
3/5/1964,63,28,1964,11/3/1964,243,57.1,42.4
3/5/1964,59,26,1964,11/3/1964,243,57.1,42.4
3/17/1964,58,30,1964,11/3/1964,231,57.1,42.4
3/17/1964,53,27,1964,11/3/1964,231,57.1,42.4
4/2/1964,60,29,1964,11/3/1964,215,57.1,42.4
4/2/1964,56,26,1964,11/3/1964,215,57.1,42.4
5/11/1964,54,27,1964,11/3/1964,176,57.1,42.4
5/11/1964,59,30,1964,11/3/1964,176,57.1,42.4
5/27/1964,60,31,1964,11/3/1964,160,57.1,42.4
5/27/1964,56,29,1964,11/3/1964,160,57.1,42.4
6/9/1964,54,27,1964,11/3/1964,147,57.1,42.4
6/9/1964,59,29,1964,11/3/1964,147,57.1,42.4
7/28/1964,52,36,1964,11/3/1964,98,57.1,42.4
7/28/1964,47,32,1964,11/3/1964,98,57.1,42.4
8/11/1964,59,32,1964,11/3/1964,84,57.1,42.4
8/11/1964,54,28,1964,11/3/1964,84,57.1,42.4
9/1/1964,57,27,1964,11/3/1964,63,57.1,42.4
9/1/1964,62,30,1964,11/3/1964,63,57.1,42.4
9/15/1964,59,32,1964,11/3/1964,49,57.1,42.4
9/15/1964,55,30,1964,11/3/1964,49,57.1,42.4
9/23/1964,54,29,1964,11/3/1964,41,57.1,42.4
9/23/1964,58,32,1964,11/3/1964,41,57.1,42.4
11/3/1964,56,31,1964,11/3/1964,0,57.1,42.4
11/3/1964,60,34,1964,11/3/1964,0,57.1,42.4
11/25/1964,56,29,1966,11/8/1966,713,50.9,48.2
11/25/1964,60,31,1966,11/8/1966,713,50.9,48.2
1/12/1965,57,25,1966,11/8/1966,665,50.9,48.2
1/12/1965,61,29,1966,11/8/1966,665,50.9,48.2
2/2/1965,57,28,1966,11/8/1966,644,50.9,48.2
2/2/1965,62,30,1966,11/8/1966,644,50.9,48.2
2/24/1965,57,33,1966,11/8/1966,622,50.9,48.2
2/24/1965,53,30,1966,11/8/1966,622,50.9,48.2
4/7/1965,58,31,1966,11/8/1966,580,50.9,48.2
4/7/1965,53,28,1966,11/8/1966,580,50.9,48.2
4/28/1965,52,36,1966,11/8/1966,559,50.9,48.2
4/28/1965,47,32,1966,11/8/1966,559,50.9,48.2
5/18/1965,58,32,1966,11/8/1966,539,50.9,48.2
5/18/1965,53,30,1966,11/8/1966,539,50.9,48.2
6/9/1965,59,31,1966,11/8/1966,517,50.9,48.2
6/9/1965,54,27,1966,11/8/1966,517,50.9,48.2
6/29/1965,60,29,1966,11/8/1966,497,50.9,48.2
6/29/1965,54,25,1966,11/8/1966,497,50.9,48.2
8/10/1965,58,31,1966,11/8/1966,455,50.9,48.2
8/10/1965,51,27,1966,11/8/1966,455,50.9,48.2
9/21/1965,57,31,1966,11/8/1966,413,50.9,48.2
9/21/1965,51,27,1966,11/8/1966,413,50.9,48.2
10/13/1965,51,31,1966,11/8/1966,391,50.9,48.2
10/13/1965,56,33,1966,11/8/1966,391,50.9,48.2
11/2/1965,55,33,1966,11/8/1966,371,50.9,48.2
11/2/1965,51,30,1966,11/8/1966,371,50.9,48.2
11/23/1965,57,36,1966,11/8/1966,350,50.9,48.2
11/23/1965,52,32,1966,11/8/1966,350,50.9,48.2
1/5/1966,50,28,1966,11/8/1966,307,50.9,48.2
1/5/1966,56,32,1966,11/8/1966,307,50.9,48.2
1/26/1966,56,35,1966,11/8/1966,286,50.9,48.2
1/26/1966,51,31,1966,11/8/1966,286,50.9,48.2
2/15/1966,53,30,1966,11/8/1966,266,50.9,48.2
2/15/1966,58,34,1966,11/8/1966,266,50.9,48.2
3/8/1966,50,29,1966,11/8/1966,245,50.9,48.2
3/8/1966,56,34,1966,11/8/1966,245,50.9,48.2
3/29/1966,54,34,1966,11/8/1966,224,50.9,48.2
3/29/1966,49,31,1966,11/8/1966,224,50.9,48.2
4/19/1966,54,36,1966,11/8/1966,203,50.9,48.2
4/19/1966,47,32,1966,11/8/1966,203,50.9,48.2
5/10/1966,53,34,1966,11/8/1966,182,50.9,48.2
5/10/1966,47,30,1966,11/8/1966,182,50.9,48.2
6/21/1966,46,36,1966,11/8/1966,140,50.9,48.2
6/21/1966,49,41,1966,11/8/1966,140,50.9,48.2
7/13/1966,49,29,1966,11/8/1966,118,50.9,48.2
7/13/1966,55,33,1966,11/8/1966,118,50.9,48.2
8/3/1966,55,31,1966,11/8/1966,97,50.9,48.2
8/3/1966,59,33,1966,11/8/1966,97,50.9,48.2
8/23/1966,44,34,1966,11/8/1966,77,50.9,48.2
8/23/1966,49,37,1966,11/8/1966,77,50.9,48.2
9/13/1966,55,34,1966,11/8/1966,56,50.9,48.2
9/13/1966,58,36,1966,11/8/1966,56,50.9,48.2
10/6/1966,49,30,1966,11/8/1966,33,50.9,48.2
10/6/1966,55,34,1966,11/8/1966,33,50.9,48.2
10/26/1966,44,36,1966,11/8/1966,13,50.9,48.2
10/26/1966,49,39,1966,11/8/1966,13,50.9,48.2
2/6/1968,43,37,1968,11/5/1968,273,50.2,48.5
2/6/1968,49,40,1968,11/5/1968,273,50.2,48.5
2/27/1968,52,37,1968,11/5/1968,252,50.2,48.5
2/27/1968,48,33,1968,11/5/1968,252,50.2,48.5
4/9/1968,47,37,1968,11/5/1968,210,50.2,48.5
4/9/1968,51,40,1968,11/5/1968,210,50.2,48.5
5/28/1968,50,32,1968,11/5/1968,161,50.2,48.5
5/28/1968,55,35,1968,11/5/1968,161,50.2,48.5
6/18/1968,53,33,1968,11/5/1968,140,50.2,48.5
6/18/1968,57,35,1968,11/5/1968,140,50.2,48.5
7/23/1968,51,40,1968,11/5/1968,105,50.2,48.5
7/23/1968,48,36,1968,11/5/1968,105,50.2,48.5
9/24/1968,41,41,1968,11/5/1968,42,50.2,48.5
9/24/1968,44,45,1968,11/5/1968,42,50.2,48.5
10/1/1968,47,44,1968,11/5/1968,35,50.2,48.5
10/1/1968,43,41,1968,11/5/1968,35,50.2,48.5
10/22/1968,50,42,1968,11/5/1968,14,50.2,48.5
10/22/1968,47,40,1968,11/5/1968,14,50.2,48.5
10/22/1969,53,36,1970,11/3/1970,377,53.6,44.9
10/22/1969,48,32,1970,11/3/1970,377,53.6,44.9
11/4/1969,46,35,1970,11/3/1970,364,53.6,44.9
11/4/1969,51,38,1970,11/3/1970,364,53.6,44.9
1/5/1970,45,30,1970,11/3/1970,302,53.6,44.9
1/5/1970,50,34,1970,11/3/1970,302,53.6,44.9
1/20/1970,43,35,1970,11/3/1970,287,53.6,44.9
1/20/1970,48,40,1970,11/3/1970,287,53.6,44.9
3/15/1970,52,33,1970,11/3/1970,233,53.6,44.9
3/15/1970,47,28,1970,11/3/1970,233,53.6,44.9
4/19/1970,52,34,1970,11/3/1970,198,53.6,44.9
